GEOID,Census_Tract,County,State,Total,Total_Owner,Owner_plumbing,Owner_no_plumbing,Total_Renter,Renter_plumbing,Renter_no_plumbing
36081052100,Census Tract 521, Queens, New York,647,423,423,0,224,224,0,
36081052200,Census Tract 522, Queens, New York,479,448,448,0,31,31,0,
36081052400,Census Tract 524, Queens, New York,537,411,411,0,126,126,0,
36081052500,Census Tract 525, Queens, New York,813,488,488,0,325,325,0,
36081052600,Census Tract 526, Queens, New York,715,509,509,0,206,194,12,
36081052800,Census Tract 528, Queens, New York,462,310,302,8,152,152,0,
36081053000,Census Tract 530, Queens, New York,572,465,465,0,107,107,0,
36081053100,Census Tract 531, Queens, New York,1416,569,569,0,847,847,0,
36081053200,Census Tract 532, Queens, New York,590,428,428,0,162,162,0,
36081053401,Census Tract 534.01, Queens, New York,571,461,461,0,110,110,0,
36081053501,Census Tract 535.01, Queens, New York,463,215,215,0,248,248,0,
36081053502,Census Tract 535.02, Queens, New York,0,0,0,0,0,0,0,
36081053601,Census Tract 536.01, Queens, New York,773,355,355,0,418,418,0,
36081053800,Census Tract 538, Queens, New York,437,373,373,0,64,64,0,
36081053901,Census Tract 539.01, Queens, New York,1453,619,603,16,834,834,0,
36081053902,Census Tract 539.02, Queens, New York,73,73,73,0,0,0,0,
36081054000,Census Tract 540, Queens, New York,1328,897,897,0,431,431,0,
36081054200,Census Tract 542, Queens, New York,1652,1360,1360,0,292,292,0,
36081054500,Census Tract 545, Queens, New York,1319,186,186,0,1133,1133,0,
36081054700,Census Tract 547, Queens, New York,1479,415,415,0,1064,1064,0,
36081054800,Census Tract 548, Queens, New York,699,585,585,0,114,114,0,
36081054900,Census Tract 549, Queens, New York,1664,135,135,0,1529,1529,0,
36081055100,Census Tract 551, Queens, New York,1456,94,94,0,1362,1362,0,
36081055200,Census Tract 552, Queens, New York,973,332,332,0,641,641,0,
36081055300,Census Tract 553, Queens, New York,927,83,83,0,844,844,0,
36081055400,Census Tract 554, Queens, New York,756,403,403,0,353,353,0,
36081055500,Census Tract 555, Queens, New York,734,217,217,0,517,512,5,
36081055600,Census Tract 556, Queens, New York,681,544,535,9,137,137,0,
36081055700,Census Tract 557, Queens, New York,1308,185,185,0,1123,1123,0,
36081055800,Census Tract 558, Queens, New York,538,388,388,0,150,150,0,
36081055900,Census Tract 559, Queens, New York,350,93,93,0,257,244,13,
36081056000,Census Tract 560, Queens, New York,451,381,381,0,70,70,0,
36081056100,Census Tract 561, Queens, New York,4,4,4,0,0,0,0,
36081056200,Census Tract 562, Queens, New York,530,494,494,0,36,36,0,
36081056400,Census Tract 564, Queens, New York,455,256,256,0,199,199,0,
36081056500,Census Tract 565, Queens, New York,551,203,203,0,348,348,0,
36081056600,Census Tract 566, Queens, New York,489,248,248,0,241,241,0,
36081056700,Census Tract 567, Queens, New York,1532,952,943,9,580,580,0,
36081056800,Census Tract 568, Queens, New York,1601,1068,1068,0,533,533,0,
36081057700,Census Tract 577, Queens, New York,1458,495,495,0,963,963,0,
36081057900,Census Tract 579, Queens, New York,626,128,128,0,498,498,0,
36081058000,Census Tract 580, Queens, New York,1098,811,811,0,287,287,0,
36081058100,Census Tract 581, Queens, New York,1123,383,383,0,740,740,0,
36081058200,Census Tract 582, Queens, New York,1411,1179,1179,0,232,232,0,
36081058300,Census Tract 583, Queens, New York,1248,340,290,50,908,908,0,
36081058500,Census Tract 585, Queens, New York,1601,279,279,0,1322,1322,0,
36081058700,Census Tract 587, Queens, New York,1268,365,365,0,903,903,0,
36081058900,Census Tract 589, Queens, New York,1734,230,230,0,1504,1504,0,
36081059000,Census Tract 590, Queens, New York,400,339,339,0,61,61,0,
36081059100,Census Tract 591, Queens, New York,2153,429,429,0,1724,1724,0,
36081059200,Census Tract 592, Queens, New York,481,430,430,0,51,51,0,
36081059300,Census Tract 593, Queens, New York,1484,525,525,0,959,959,0,
36081059400,Census Tract 594, Queens, New York,528,495,495,0,33,33,0,
36081059501,Census Tract 595.01, Queens, New York,680,186,186,0,494,494,0,
36081059502,Census Tract 595.02, Queens, New York,838,268,268,0,570,570,0,
36081059600,Census Tract 596, Queens, New York,524,465,465,0,59,59,0,
36081059800,Census Tract 598, Queens, New York,529,364,364,0,165,165,0,
36081059900,Census Tract 599, Queens, New York,507,326,326,0,181,181,0,
36081060000,Census Tract 600, Queens, New York,360,326,326,0,34,34,0,
36081060100,Census Tract 601, Queens, New York,805,389,389,0,416,416,0,
36081060300,Census Tract 603, Queens, New York,662,364,364,0,298,298,0,
36081060600,Census Tract 606, Queens, New York,473,409,403,6,64,64,0,
36081060701,Census Tract 607.01, Queens, New York,14,14,14,0,0,0,0,
36081060800,Census Tract 608, Queens, New York,465,388,388,0,77,77,0,
36081061000,Census Tract 610, Queens, New York,437,426,426,0,11,11,0,
36081061200,Census Tract 612, Queens, New York,503,490,490,0,13,13,0,
36081061301,Census Tract 613.01, Queens, New York,1835,393,393,0,1442,1442,0,
36081061302,Census Tract 613.02, Queens, New York,0,0,0,0,0,0,0,
36081061400,Census Tract 614, Queens, New York,410,363,363,0,47,47,0,
36081061601,Census Tract 616.01, Queens, New York,790,690,690,0,100,100,0,
36081061602,Census Tract 616.02, Queens, New York,344,278,278,0,66,66,0,
36081061800,Census Tract 618, Queens, New York,661,491,483,8,170,170,0,
36081061900,Census Tract 619, Queens, New York,1113,426,418,8,687,687,0,
36081062000,Census Tract 620, Queens, New York,482,442,442,0,40,40,0,
36081062100,Census Tract 621, Queens, New York,993,385,364,21,608,600,8,
36081062200,Census Tract 622, Queens, New York,636,529,529,0,107,107,0,
36081062300,Census Tract 623, Queens, New York,805,349,349,0,456,456,0,
36081062400,Census Tract 624, Queens, New York,0,0,0,0,0,0,0,
36081062500,Census Tract 625, Queens, New York,808,421,421,0,387,387,0,
36081062600,Census Tract 626, Queens, New York,823,742,742,0,81,81,0,
36081062700,Census Tract 627, Queens, New York,1022,460,460,0,562,562,0,
36081062900,Census Tract 629, Queens, New York,1009,283,283,0,726,726,0,
36081063000,Census Tract 630, Queens, New York,518,470,470,0,48,48,0,
36081063200,Census Tract 632, Queens, New York,711,615,602,13,96,96,0,
36081063301,Census Tract 633.01, Queens, New York,533,273,273,0,260,260,0,
36081063302,Census Tract 633.02, Queens, New York,542,315,315,0,227,227,0,
36081063500,Census Tract 635, Queens, New York,909,526,526,0,383,383,0,
36081063700,Census Tract 637, Queens, New York,1145,943,943,0,202,202,0,
36081063800,Census Tract 638, Queens, New York,1016,884,884,0,132,132,0,
36081063900,Census Tract 639, Queens, New York,1033,594,594,0,439,439,0,
36081064101,Census Tract 641.01, Queens, New York,923,828,828,0,95,95,0,
36081064102,Census Tract 641.02, Queens, New York,0,0,0,0,0,0,0,
36081064500,Census Tract 645, Queens, New York,711,411,394,17,300,300,0,
36081064600,Census Tract 646, Queens, New York,1057,922,922,0,135,135,0,
36081065000,Census Tract 650, Queens, New York,826,710,710,0,116,116,0,
36081065401,Census Tract 654.01, Queens, New York,974,603,603,0,371,371,0,
36081065402,Census Tract 654.02, Queens, New York,6,6,6,0,0,0,0,
36081065501,Census Tract 655.01, Queens, New York,0,0,0,0,0,0,0,
36081065600,Census Tract 656, Queens, New York,1474,864,864,0,610,610,0,
36081065702,Census Tract 657.02, Queens, New York,610,315,315,0,295,295,0,
36081065703,Census Tract 657.03, Queens, New York,1124,758,758,0,366,366,0,
36081065900,Census Tract 659, Queens, New York,660,544,544,0,116,116,0,
36081066000,Census Tract 660, Queens, New York,1153,822,822,0,331,331,0,
36081066100,Census Tract 661, Queens, New York,612,514,514,0,98,98,0,
36081066301,Census Tract 663.01, Queens, New York,1025,899,899,0,126,126,0,
36081066302,Census Tract 663.02, Queens, New York,0,0,0,0,0,0,0,
36081066401,Census Tract 664.01, Queens, New York,378,274,274,0,104,104,0,
36081066402,Census Tract 664.02, Queens, New York,1017,730,730,0,287,287,0,
36081066403,Census Tract 664.03, Queens, New York,1526,666,666,0,860,860,0,
36081066404,Census Tract 664.04, Queens, New York,0,0,0,0,0,0,0,
36081066501,Census Tract 665.01, Queens, New York,1486,870,870,0,616,581,35,
36081066701,Census Tract 667.01, Queens, New York,994,663,663,0,331,331,0,
36081066900,Census Tract 669, Queens, New York,577,288,288,0,289,284,5,
36081067100,Census Tract 671, Queens, New York,951,871,871,0,80,80,0,
36081067700,Census Tract 677, Queens, New York,648,516,516,0,132,132,0,
36081067900,Census Tract 679, Queens, New York,1643,419,419,0,1224,1224,0,
36081068000,Census Tract 680, Queens, New York,1551,1158,1158,0,393,393,0,
36081068200,Census Tract 682, Queens, New York,355,271,271,0,84,84,0,
36081068300,Census Tract 683, Queens, New York,1670,820,815,5,850,837,13,
36081068700,Census Tract 687, Queens, New York,1906,821,821,0,1085,1085,0,
36081069000,Census Tract 690, Queens, New York,978,602,602,0,376,376,0,
36081069300,Census Tract 693, Queens, New York,1161,249,249,0,912,912,0,
36081069400,Census Tract 694, Queens, New York,1116,548,548,0,568,568,0,
36081069500,Census Tract 695, Queens, New York,858,450,446,4,408,408,0,
36081069701,Census Tract 697.01, Queens, New York,1766,266,266,0,1500,1500,0,
36081069702,Census Tract 697.02, Queens, New York,1341,950,943,7,391,391,0,
36081070300,Census Tract 703, Queens, New York,884,613,613,0,271,271,0,
36081070700,Census Tract 707, Queens, New York,1003,771,771,0,232,232,0,
36081070900,Census Tract 709, Queens, New York,1071,568,568,0,503,503,0,
36081071100,Census Tract 711, Queens, New York,2903,1769,1769,0,1134,1134,0,
36081071303,Census Tract 713.03, Queens, New York,2606,836,836,0,1770,1770,0,
36081071304,Census Tract 713.04, Queens, New York,2831,1237,1237,0,1594,1594,0,
36081071305,Census Tract 713.05, Queens, New York,2419,446,446,0,1973,1973,0,
36081071306,Census Tract 713.06, Queens, New York,2966,862,862,0,2104,2104,0,
36081071600,Census Tract 716, Queens, New York,0,0,0,0,0,0,0,
36081071701,Census Tract 717.01, Queens, New York,2332,1156,1156,0,1176,1176,0,
36081071702,Census Tract 717.02, Queens, New York,1925,1077,1077,0,848,848,0,
36081071900,Census Tract 719, Queens, New York,1016,357,357,0,659,655,4,
36081072100,Census Tract 721, Queens, New York,2104,1208,1208,0,896,896,0,
36081072300,Census Tract 723, Queens, New York,795,712,712,0,83,83,0,
36081072900,Census Tract 729, Queens, New York,495,430,430,0,65,65,0,
36081073100,Census Tract 731, Queens, New York,530,378,378,0,152,152,0,
36081073700,Census Tract 737, Queens, New York,1046,452,452,0,594,594,0,
36081073900,Census Tract 739, Queens, New York,2637,1242,1242,0,1395,1395,0,
36081074100,Census Tract 741, Queens, New York,1597,983,983,0,614,614,0,
36081074300,Census Tract 743, Queens, New York,1773,827,827,0,946,946,0,
36081074500,Census Tract 745, Queens, New York,1538,339,339,0,1199,1199,0,
36081074700,Census Tract 747, Queens, New York,1232,682,682,0,550,550,0,
36081074900,Census Tract 749, Queens, New York,502,371,371,0,131,131,0,
36081075701,Census Tract 757.01, Queens, New York,2413,1484,1484,0,929,929,0,
36081075702,Census Tract 757.02, Queens, New York,2331,1693,1693,0,638,638,0,
36081076901,Census Tract 769.01, Queens, New York,2178,1157,1157,0,1021,1021,0,
36081076902,Census Tract 769.02, Queens, New York,581,129,129,0,452,452,0,
36081077300,Census Tract 773, Queens, New York,1024,621,621,0,403,403,0,
36081077500,Census Tract 775, Queens, New York,987,282,282,0,705,705,0,
36081077902,Census Tract 779.02, Queens, New York,1519,1050,1050,0,469,469,0,
36081077903,Census Tract 779.03, Queens, New York,1126,554,554,0,572,572,0,
36081077904,Census Tract 779.04, Queens, New York,1972,1007,992,15,965,965,0,
36081077905,Census Tract 779.05, Queens, New York,1237,952,952,0,285,285,0,
36081077906,Census Tract 779.06, Queens, New York,1257,761,761,0,496,496,0,
36081077907,Census Tract 779.07, Queens, New York,967,227,227,0,740,740,0,
36081077908,Census Tract 779.08, Queens, New York,1064,59,59,0,1005,1005,0,
36081078800,Census Tract 788, Queens, New York,522,403,403,0,119,119,0,
36081079000,Census Tract 790, Queens, New York,730,351,344,7,379,379,0,
36081079200,Census Tract 792, Queens, New York,785,536,536,0,249,202,47,
36081079300,Census Tract 793, Queens, New York,0,0,0,0,0,0,0,
36081079701,Census Tract 797.01, Queens, New York,2722,584,584,0,2138,2138,0,
36081079702,Census Tract 797.02, Queens, New York,1415,380,355,25,1035,1035,0,
36081079900,Census Tract 799, Queens, New York,964,306,306,0,658,658,0,
36081080301,Census Tract 803.01, Queens, New York,1049,431,431,0,618,618,0,
36081080302,Census Tract 803.02, Queens, New York,1038,460,460,0,578,578,0,
36081080900,Census Tract 809, Queens, New York,2564,1661,1661,0,903,903,0,
36081081400,Census Tract 814, Queens, New York,1026,736,736,0,290,290,0,
36081081800,Census Tract 818, Queens, New York,1033,617,617,0,416,416,0,
36081083700,Census Tract 837, Queens, New York,1620,991,991,0,629,629,0,
36081083800,Census Tract 838, Queens, New York,1462,998,998,0,464,464,0,
36081084000,Census Tract 840, Queens, New York,1881,1378,1378,0,503,496,7,
36081084500,Census Tract 845, Queens, New York,1987,288,288,0,1699,1668,31,
36081084601,Census Tract 846.01, Queens, New York,826,626,626,0,200,200,0,
36081084602,Census Tract 846.02, Queens, New York,200,122,122,0,78,78,0,
36081084901,Census Tract 849.01, Queens, New York,961,103,103,0,858,858,0,
36081084902,Census Tract 849.02, Queens, New York,1575,84,84,0,1491,1491,0,
36081085300,Census Tract 853, Queens, New York,2160,813,813,0,1347,1322,25,
36081085500,Census Tract 855, Queens, New York,2639,246,246,0,2393,2393,0,
36081085700,Census Tract 857, Queens, New York,1807,355,355,0,1452,1452,0,
36081085900,Census Tract 859, Queens, New York,2049,815,815,0,1234,1234,0,
36081086100,Census Tract 861, Queens, New York,796,344,344,0,452,452,0,
36081086300,Census Tract 863, Queens, New York,2394,568,568,0,1826,1826,0,
36081086400,Census Tract 864, Queens, New York,696,419,419,0,277,277,0,
36081086500,Census Tract 865, Queens, New York,2225,420,420,0,1805,1805,0,
36081086900,Census Tract 869, Queens, New York,691,106,106,0,585,585,0,
36081087100,Census Tract 871, Queens, New York,1164,204,204,0,960,960,0,
36081088400,Census Tract 884, Queens, New York,3225,2362,2332,30,863,863,0,
36081088902,Census Tract 889.02, Queens, New York,2222,824,824,0,1398,1398,0,
36081088903,Census Tract 889.03, Queens, New York,1799,1436,1436,0,363,363,0,
36081089201,Census Tract 892.01, Queens, New York,2627,2304,2304,0,323,323,0,
36081089202,Census Tract 892.02, Queens, New York,0,0,0,0,0,0,0,
36081090700,Census Tract 907, Queens, New York,465,246,239,7,219,219,0,
36081091602,Census Tract 916.02, Queens, New York,0,0,0,0,0,0,0,
36081091603,Census Tract 916.03, Queens, New York,1295,1244,1244,0,51,51,0,
36081091604,Census Tract 916.04, Queens, New York,0,0,0,0,0,0,0,
36081091800,Census Tract 918, Queens, New York,7,7,7,0,0,0,0,
36081091900,Census Tract 919, Queens, New York,1483,675,675,0,808,808,0,
36081092200,Census Tract 922, Queens, New York,779,748,748,0,31,31,0,
36081092500,Census Tract 925, Queens, New York,965,376,376,0,589,589,0,
36081092800,Census Tract 928, Queens, New York,1204,1049,1049,0,155,155,0,
36081092900,Census Tract 929, Queens, New York,2191,1014,1014,0,1177,1177,0,
36081093401,Census Tract 934.01, Queens, New York,1429,888,888,0,541,541,0,
36081093402,Census Tract 934.02, Queens, New York,1553,786,786,0,767,767,0,
36081093800,Census Tract 938, Queens, New York,2074,660,660,0,1414,1414,0,
36081093900,Census Tract 939, Queens, New York,1678,881,881,0,797,797,0,
36081094201,Census Tract 942.01, Queens, New York,1269,275,275,0,994,994,0,
36081094202,Census Tract 942.02, Queens, New York,2135,976,976,0,1159,1132,27,
36081094203,Census Tract 942.03, Queens, New York,2786,1160,1160,0,1626,1626,0,
36081094500,Census Tract 945, Queens, New York,1172,853,853,0,319,319,0,
36081094700,Census Tract 947, Queens, New York,699,308,302,6,391,391,0,
36081095400,Census Tract 954, Queens, New York,1804,843,843,0,961,961,0,
36081096400,Census Tract 964, Queens, New York,2167,1323,1323,0,844,844,0,
36081097202,Census Tract 972.02, Queens, New York,1178,7,7,0,1171,1171,0,
36081097204,Census Tract 972.04, Queens, New York,1144,298,298,0,846,846,0,
36081097205,Census Tract 972.05, Queens, New York,1176,0,0,0,1176,1176,0,
36081097206,Census Tract 972.06, Queens, New York,1271,141,141,0,1130,1130,0,
36081097207,Census Tract 972.07, Queens, New York,0,0,0,0,0,0,0,
36081097300,Census Tract 973, Queens, New York,705,594,594,0,111,111,0,
36081098100,Census Tract 981, Queens, New York,750,615,615,0,135,135,0,
36081098700,Census Tract 987, Queens, New York,903,657,652,5,246,246,0,
36081099100,Census Tract 991, Queens, New York,2807,2430,2430,0,377,267,110,
36081099200,Census Tract 992, Queens, New York,1444,326,318,8,1118,1118,0,
36081099701,Census Tract 997.01, Queens, New York,1150,968,968,0,182,182,0,
36081099703,Census Tract 997.03, Queens, New York,1659,1138,1138,0,521,521,0,
36081099704,Census Tract 997.04, Queens, New York,3572,2515,2515,0,1057,1057,0,
36081099705,Census Tract 997.05, Queens, New York,939,665,665,0,274,274,0,
36081099801,Census Tract 998.01, Queens, New York,2634,401,401,0,2233,2169,64,
36081099802,Census Tract 998.02, Queens, New York,2450,63,63,0,2387,2369,18,
36081099900,Census Tract 999, Queens, New York,0,0,0,0,0,0,0,
36081100801,Census Tract 1008.01, Queens, New York,669,533,533,0,136,136,0,
36081100803,Census Tract 1008.03, Queens, New York,1201,479,479,0,722,722,0,
36081100804,Census Tract 1008.04, Queens, New York,1433,776,776,0,657,657,0,
36081101002,Census Tract 1010.02, Queens, New York,1634,622,622,0,1012,1012,0,
36081101003,Census Tract 1010.03, Queens, New York,1138,141,141,0,997,997,0,
36081101004,Census Tract 1010.04, Queens, New York,2407,638,638,0,1769,1769,0,
36081101700,Census Tract 1017, Queens, New York,2248,1953,1953,0,295,295,0,
36081102900,Census Tract 1029, Queens, New York,1413,743,743,0,670,670,0,
36081103201,Census Tract 1032.01, Queens, New York,1753,299,299,0,1454,1454,0,
36081103202,Census Tract 1032.02, Queens, New York,2256,655,655,0,1601,1601,0,
36081103300,Census Tract 1033, Queens, New York,1363,884,884,0,479,479,0,
36081103900,Census Tract 1039, Queens, New York,2189,1163,1163,0,1026,1026,0,
36081104700,Census Tract 1047, Queens, New York,2599,1440,1440,0,1159,1159,0,
36081105900,Census Tract 1059, Queens, New York,1204,1084,1084,0,120,120,0,
36081107201,Census Tract 1072.01, Queens, New York,813,637,637,0,176,176,0,
36081107202,Census Tract 1072.02, Queens, New York,0,0,0,0,0,0,0,
36081108500,Census Tract 1085, Queens, New York,962,668,668,0,294,294,0,
36081109300,Census Tract 1093, Queens, New York,1001,859,859,0,142,142,0,
36081109700,Census Tract 1097, Queens, New York,630,502,495,7,128,128,0,
36081109900,Census Tract 1099, Queens, New York,1169,858,858,0,311,311,0,
36081111300,Census Tract 1113, Queens, New York,780,605,605,0,175,175,0,
36081112300,Census Tract 1123, Queens, New York,721,214,214,0,507,507,0,
36081112900,Census Tract 1129, Queens, New York,738,523,523,0,215,215,0,
36081113300,Census Tract 1133, Queens, New York,628,506,506,0,122,122,0,
36081113900,Census Tract 1139, Queens, New York,1449,623,623,0,826,826,0,
36081114100,Census Tract 1141, Queens, New York,848,750,745,5,98,98,0,
36081114700,Census Tract 1147, Queens, New York,622,524,524,0,98,98,0,
36081115100,Census Tract 1151, Queens, New York,332,301,301,0,31,31,0,
36081115500,Census Tract 1155, Queens, New York,730,297,297,0,433,433,0,
36081115700,Census Tract 1157, Queens, New York,1156,414,414,0,742,742,0,
36081115900,Census Tract 1159, Queens, New York,1556,548,536,12,1008,1008,0,
36081116100,Census Tract 1161, Queens, New York,1501,488,488,0,1013,1013,0,
36081116301,Census Tract 1163.01, Queens, New York,1537,310,310,0,1227,1227,0,
36081116302,Census Tract 1163.02, Queens, New York,1353,297,297,0,1056,1056,0,
36081116700,Census Tract 1167, Queens, New York,585,124,124,0,461,461,0,
36081117100,Census Tract 1171, Queens, New York,833,346,346,0,487,487,0,
36081117500,Census Tract 1175, Queens, New York,1760,782,782,0,978,978,0,
36081118100,Census Tract 1181, Queens, New York,626,249,249,0,377,377,0,
36081118500,Census Tract 1185, Queens, New York,608,66,66,0,542,542,0,
36081118700,Census Tract 1187, Queens, New York,777,355,355,0,422,422,0,
36081118900,Census Tract 1189, Queens, New York,765,342,342,0,423,423,0,
36081119100,Census Tract 1191, Queens, New York,923,352,352,0,571,571,0,
36081119300,Census Tract 1193, Queens, New York,758,377,377,0,381,381,0,
36081119500,Census Tract 1195, Queens, New York,383,264,264,0,119,119,0,
36081119900,Census Tract 1199, Queens, New York,457,345,345,0,112,112,0,
36081120100,Census Tract 1201, Queens, New York,376,195,195,0,181,176,5,
36081120300,Census Tract 1203, Queens, New York,444,237,237,0,207,207,0,
36081120500,Census Tract 1205, Queens, New York,989,309,309,0,680,680,0,
36081120701,Census Tract 1207.01, Queens, New York,958,793,793,0,165,165,0,
36081120702,Census Tract 1207.02, Queens, New York,0,0,0,0,0,0,0,
36081121100,Census Tract 1211, Queens, New York,0,0,0,0,0,0,0,
36081121500,Census Tract 1215, Queens, New York,1215,786,786,0,429,429,0,
36081122300,Census Tract 1223, Queens, New York,1295,916,916,0,379,379,0,
36081122702,Census Tract 1227.02, Queens, New York,2871,356,356,0,2515,2515,0,
36081122703,Census Tract 1227.03, Queens, New York,2649,1108,1108,0,1541,1541,0,
36081122704,Census Tract 1227.04, Queens, New York,2127,646,646,0,1481,1481,0,
36081124100,Census Tract 1241, Queens, New York,1384,894,894,0,490,490,0,
36081124700,Census Tract 1247, Queens, New York,1104,971,971,0,133,133,0,
36081125700,Census Tract 1257, Queens, New York,974,461,461,0,513,513,0,
36081126500,Census Tract 1265, Queens, New York,528,388,388,0,140,140,0,
36081126700,Census Tract 1267, Queens, New York,717,502,502,0,215,215,0,
36081127700,Census Tract 1277, Queens, New York,1043,969,969,0,74,74,0,
36081128300,Census Tract 1283, Queens, New York,0,0,0,0,0,0,0,
36081129102,Census Tract 1291.02, Queens, New York,1227,1096,1096,0,131,131,0,
36081129103,Census Tract 1291.03, Queens, New York,1922,1522,1513,9,400,400,0,
36081129104,Census Tract 1291.04, Queens, New York,1726,1286,1286,0,440,431,9,
36081130100,Census Tract 1301, Queens, New York,1466,1289,1289,0,177,177,0,
36081133300,Census Tract 1333, Queens, New York,1234,1010,1010,0,224,224,0,
36081133900,Census Tract 1339, Queens, New York,405,387,382,5,18,18,0,
36081134100,Census Tract 1341, Queens, New York,1085,745,745,0,340,340,0,
36081134701,Census Tract 1347.01, Queens, New York,1850,124,124,0,1726,1726,0,
36081134702,Census Tract 1347.02, Queens, New York,1836,484,470,14,1352,1352,0,
36081136700,Census Tract 1367, Queens, New York,2232,1558,1548,10,674,674,0,
36081137700,Census Tract 1377, Queens, New York,2562,1401,1401,0,1161,1161,0,
36081138501,Census Tract 1385.01, Queens, New York,1397,704,704,0,693,693,0,
36081138502,Census Tract 1385.02, Queens, New York,0,0,0,0,0,0,0,
36081139900,Census Tract 1399, Queens, New York,557,490,490,0,67,67,0,
36081140300,Census Tract 1403, Queens, New York,775,727,727,0,48,48,0,
36081140901,Census Tract 1409.01, Queens, New York,352,231,231,0,121,121,0,
36081140902,Census Tract 1409.02, Queens, New York,810,584,584,0,226,226,0,
36081141700,Census Tract 1417, Queens, New York,1571,1226,1226,0,345,345,0,
36081142900,Census Tract 1429, Queens, New York,1311,1071,1071,0,240,240,0,
36081143500,Census Tract 1435, Queens, New York,694,588,588,0,106,106,0,
36081144100,Census Tract 1441, Queens, New York,1124,875,871,4,249,249,0,
36081144700,Census Tract 1447, Queens, New York,1038,583,583,0,455,455,0,
36081145101,Census Tract 1451.01, Queens, New York,367,298,298,0,69,69,0,
36081145102,Census Tract 1451.02, Queens, New York,902,584,575,9,318,311,7,
36081145900,Census Tract 1459, Queens, New York,925,686,686,0,239,239,0,
36081146300,Census Tract 1463, Queens, New York,1191,678,678,0,513,489,24,
36081146700,Census Tract 1467, Queens, New York,1311,355,355,0,956,956,0,
36081147100,Census Tract 1471, Queens, New York,1334,912,912,0,422,422,0,
36081147900,Census Tract 1479, Queens, New York,1787,1210,1210,0,577,577,0,
36081148300,Census Tract 1483, Queens, New York,1093,923,923,0,170,170,0,
36081150701,Census Tract 1507.01, Queens, New York,998,795,795,0,203,203,0,
36081150702,Census Tract 1507.02, Queens, New York,1186,865,865,0,321,321,0,
36081152901,Census Tract 1529.01, Queens, New York,2296,1725,1725,0,571,571,0,
36081152902,Census Tract 1529.02, Queens, New York,2534,2188,2188,0,346,346,0,
36081155101,Census Tract 1551.01, Queens, New York,1609,1508,1508,0,101,101,0,
36081155103,Census Tract 1551.03, Queens, New York,2144,1308,1308,0,836,836,0,
36081155104,Census Tract 1551.04, Queens, New York,1169,766,766,0,403,403,0,
36081156700,Census Tract 1567, Queens, New York,355,67,67,0,288,288,0,
36081157101,Census Tract 1571.01, Queens, New York,2603,1988,1988,0,615,615,0,
36081157102,Census Tract 1571.02, Queens, New York,546,353,353,0,193,193,0,
36081157901,Census Tract 1579.01, Queens, New York,1648,1429,1429,0,219,219,0,
36081157902,Census Tract 1579.02, Queens, New York,1162,1065,1065,0,97,97,0,
36081157903,Census Tract 1579.03, Queens, New York,1134,867,867,0,267,267,0,
36081161700,Census Tract 1617, Queens, New York,1508,1324,1324,0,184,184,0,
36081162100,Census Tract 1621, Queens, New York,1868,1190,1190,0,678,667,11,
36081990100,Census Tract 9901, Queens, New York,0,0,0,0,0,0,0,
36085000300,Census Tract 3, Richmond, New York,1100,298,298,0,802,769,33,
36085000600,Census Tract 6, Richmond, New York,1278,535,535,0,743,743,0,
36085000700,Census Tract 7, Richmond, New York,1997,290,290,0,1707,1707,0,
36085000800,Census Tract 8, Richmond, New York,1853,1494,1484,10,359,359,0,
36085000900,Census Tract 9, Richmond, New York,733,263,263,0,470,470,0,
36085001100,Census Tract 11, Richmond, New York,1095,421,421,0,674,674,0,
36085001700,Census Tract 17, Richmond, New York,555,285,285,0,270,270,0,
36085001800,Census Tract 18, Richmond, New York,208,5,5,0,203,203,0,
36085002001,Census Tract 20.01, Richmond, New York,1417,876,876,0,541,541,0,
36085002002,Census Tract 20.02, Richmond, New York,1271,783,783,0,488,488,0,
36085002100,Census Tract 21, Richmond, New York,1901,493,493,0,1408,1377,31,
36085002700,Census Tract 27, Richmond, New York,378,73,64,9,305,284,21,
36085002900,Census Tract 29, Richmond, New York,1739,477,477,0,1262,1225,37,
36085003300,Census Tract 33, Richmond, New York,1353,697,689,8,656,656,0,
36085003600,Census Tract 36, Richmond, New York,906,514,514,0,392,392,0,
36085003900,Census Tract 39, Richmond, New York,997,195,195,0,802,802,0,
36085004001,Census Tract 40.01, Richmond, New York,1070,597,597,0,473,473,0,
36085004002,Census Tract 40.02, Richmond, New York,761,697,697,0,64,64,0,
36085004003,Census Tract 40.03, Richmond, New York,1463,81,81,0,1382,1382,0,
36085004004,Census Tract 40.04, Richmond, New York,1200,472,472,0,728,728,0,
36085004700,Census Tract 47, Richmond, New York,919,727,727,0,192,192,0,
36085005000,Census Tract 50, Richmond, New York,1336,974,974,0,362,362,0,
36085005901,Census Tract 59.01, Richmond, New York,1204,763,763,0,441,441,0,
36085005902,Census Tract 59.02, Richmond, New York,0,0,0,0,0,0,0,
36085006400,Census Tract 64, Richmond, New York,1168,646,636,10,522,522,0,
36085006700,Census Tract 67, Richmond, New York,1026,718,718,0,308,308,0,
36085007001,Census Tract 70.01, Richmond, New York,1007,988,988,0,19,19,0,
36085007002,Census Tract 70.02, Richmond, New York,1672,1346,1346,0,326,326,0,
36085007400,Census Tract 74, Richmond, New York,1767,1131,1131,0,636,636,0,
