GEOID,Census_Tract,County,State,Total,Total_Owner,Owner_plumbing,Owner_no_plumbing,Total_Renter,Renter_plumbing,Renter_no_plumbing
36047107001,Census Tract 1070.01, Kings, New York,1171,450,450,0,721,721,0,
36047107002,Census Tract 1070.02, Kings, New York,0,0,0,0,0,0,0,
36047107003,Census Tract 1070.03, Kings, New York,0,0,0,0,0,0,0,
36047107800,Census Tract 1078, Kings, New York,1932,1152,1152,0,780,760,20,
36047109800,Census Tract 1098, Kings, New York,657,169,169,0,488,488,0,
36047110400,Census Tract 1104, Kings, New York,1722,543,543,0,1179,1179,0,
36047110600,Census Tract 1106, Kings, New York,1868,0,0,0,1868,1868,0,
36047111000,Census Tract 1110, Kings, New York,1378,0,0,0,1378,1378,0,
36047111600,Census Tract 1116, Kings, New York,981,399,399,0,582,582,0,
36047111800,Census Tract 1118, Kings, New York,1380,346,346,0,1034,1034,0,
36047112000,Census Tract 1120, Kings, New York,1110,335,335,0,775,747,28,
36047112200,Census Tract 1122, Kings, New York,1435,368,368,0,1067,1067,0,
36047112400,Census Tract 1124, Kings, New York,1247,333,306,27,914,914,0,
36047112600,Census Tract 1126, Kings, New York,1618,328,328,0,1290,1290,0,
36047112800,Census Tract 1128, Kings, New York,1343,399,399,0,944,944,0,
36047113000,Census Tract 1130, Kings, New York,1559,563,563,0,996,996,0,
36047113200,Census Tract 1132, Kings, New York,599,323,323,0,276,276,0,
36047113400,Census Tract 1134, Kings, New York,943,66,66,0,877,867,10,
36047114201,Census Tract 1142.01, Kings, New York,574,317,317,0,257,257,0,
36047114202,Census Tract 1142.02, Kings, New York,967,287,287,0,680,653,27,
36047114400,Census Tract 1144, Kings, New York,754,184,184,0,570,570,0,
36047114600,Census Tract 1146, Kings, New York,843,317,317,0,526,526,0,
36047115000,Census Tract 1150, Kings, New York,859,285,271,14,574,574,0,
36047115200,Census Tract 1152, Kings, New York,1015,261,261,0,754,742,12,
36047115600,Census Tract 1156, Kings, New York,1761,147,147,0,1614,1614,0,
36047115800,Census Tract 1158, Kings, New York,982,439,439,0,543,543,0,
36047116000,Census Tract 1160, Kings, New York,889,307,307,0,582,582,0,
36047116200,Census Tract 1162, Kings, New York,840,342,342,0,498,472,26,
36047116400,Census Tract 1164, Kings, New York,1156,527,527,0,629,629,0,
36047116600,Census Tract 1166, Kings, New York,1018,265,265,0,753,753,0,
36047116800,Census Tract 1168, Kings, New York,671,111,111,0,560,554,6,
36047117000,Census Tract 1170, Kings, New York,731,83,83,0,648,648,0,
36047117201,Census Tract 1172.01, Kings, New York,734,364,364,0,370,370,0,
36047117202,Census Tract 1172.02, Kings, New York,1485,604,604,0,881,855,26,
36047117400,Census Tract 1174, Kings, New York,1285,219,219,0,1066,1066,0,
36047117601,Census Tract 1176.01, Kings, New York,1050,307,307,0,743,743,0,
36047117602,Census Tract 1176.02, Kings, New York,910,346,346,0,564,564,0,
36047117800,Census Tract 1178, Kings, New York,523,181,181,0,342,342,0,
36047118000,Census Tract 1180, Kings, New York,0,0,0,0,0,0,0,
36047118201,Census Tract 1182.01, Kings, New York,933,242,235,7,691,691,0,
36047118202,Census Tract 1182.02, Kings, New York,1001,369,369,0,632,632,0,
36047118400,Census Tract 1184, Kings, New York,1503,452,452,0,1051,1051,0,
36047118600,Census Tract 1186, Kings, New York,749,399,399,0,350,350,0,
36047118800,Census Tract 1188, Kings, New York,1428,387,387,0,1041,1041,0,
36047119000,Census Tract 1190, Kings, New York,786,207,207,0,579,579,0,
36047119200,Census Tract 1192, Kings, New York,1097,315,315,0,782,782,0,
36047119400,Census Tract 1194, Kings, New York,1394,355,355,0,1039,1039,0,
36047119600,Census Tract 1196, Kings, New York,1941,399,399,0,1542,1529,13,
36047119800,Census Tract 1198, Kings, New York,1064,252,252,0,812,812,0,
36047120000,Census Tract 1200, Kings, New York,825,239,239,0,586,586,0,
36047120200,Census Tract 1202, Kings, New York,584,244,244,0,340,340,0,
36047120801,Census Tract 1208.01, Kings, New York,1422,650,650,0,772,772,0,
36047120802,Census Tract 1208.02, Kings, New York,1667,35,35,0,1632,1632,0,
36047120803,Census Tract 1208.03, Kings, New York,606,199,199,0,407,407,0,
36047121000,Census Tract 1210, Kings, New York,1629,0,0,0,1629,1629,0,
36047121400,Census Tract 1214, Kings, New York,1639,0,0,0,1639,1639,0,
36047122000,Census Tract 1220, Kings, New York,2181,351,351,0,1830,1830,0,
36047123700,Census Tract 1237, Kings, New York,1171,259,259,0,912,912,0,
36047150200,Census Tract 1502, Kings, New York,964,553,553,0,411,411,0,
36047152200,Census Tract 1522, Kings, New York,1174,792,792,0,382,382,0,
36047990100,Census Tract 9901, Kings, New York,0,0,0,0,0,0,0,
36061000100,Census Tract 1, New York, New York,0,0,0,0,0,0,0,
36061000201,Census Tract 2.01, New York, New York,864,0,0,0,864,864,0,
36061000202,Census Tract 2.02, New York, New York,3216,818,818,0,2398,2398,0,
36061000500,Census Tract 5, New York, New York,0,0,0,0,0,0,0,
36061000600,Census Tract 6, New York, New York,4470,187,187,0,4283,4282,1,
36061000700,Census Tract 7, New York, New York,4571,753,753,0,3818,3818,0,
36061000800,Census Tract 8, New York, New York,4094,105,105,0,3989,3989,0,
36061000900,Census Tract 9, New York, New York,883,122,122,0,761,761,0,
36061001001,Census Tract 10.01, New York, New York,785,515,515,0,270,270,0,
36061001002,Census Tract 10.02, New York, New York,2312,0,0,0,2312,2312,0,
36061001200,Census Tract 12, New York, New York,1915,796,796,0,1119,1119,0,
36061001300,Census Tract 13, New York, New York,2695,427,427,0,2268,2256,12,
36061001401,Census Tract 14.01, New York, New York,1569,1293,1272,21,276,276,0,
36061001402,Census Tract 14.02, New York, New York,1476,77,77,0,1399,1399,0,
36061001501,Census Tract 15.01, New York, New York,3720,1738,1738,0,1982,1982,0,
36061001502,Census Tract 15.02, New York, New York,3571,489,454,35,3082,3082,0,
36061001600,Census Tract 16, New York, New York,3147,352,352,0,2795,2771,24,
36061001800,Census Tract 18, New York, New York,3095,181,181,0,2914,2914,0,
36061002000,Census Tract 20, New York, New York,1964,8,8,0,1956,1956,0,
36061002100,Census Tract 21, New York, New York,2897,1216,1216,0,1681,1681,0,
36061002201,Census Tract 22.01, New York, New York,2988,327,327,0,2661,2661,0,
36061002202,Census Tract 22.02, New York, New York,1035,60,60,0,975,975,0,
36061002400,Census Tract 24, New York, New York,1807,14,14,0,1793,1736,57,
36061002500,Census Tract 25, New York, New York,2026,0,0,0,2026,2019,7,
36061002601,Census Tract 26.01, New York, New York,1797,143,143,0,1654,1654,0,
36061002602,Census Tract 26.02, New York, New York,1873,333,333,0,1540,1540,0,
36061002700,Census Tract 27, New York, New York,614,378,378,0,236,225,11,
36061002800,Census Tract 28, New York, New York,3176,390,373,17,2786,2770,16,
36061002901,Census Tract 29.01, New York, New York,46,0,0,0,46,46,0,
36061002902,Census Tract 29.02, New York, New York,2210,230,230,0,1980,1980,0,
36061003001,Census Tract 30.01, New York, New York,2082,72,72,0,2010,2002,8,
36061003002,Census Tract 30.02, New York, New York,1617,123,123,0,1494,1494,0,
36061003100,Census Tract 31, New York, New York,740,208,208,0,532,532,0,
36061003200,Census Tract 32, New York, New York,4606,853,853,0,3753,3753,0,
36061003300,Census Tract 33, New York, New York,2608,970,970,0,1638,1638,0,
36061003400,Census Tract 34, New York, New York,3700,253,253,0,3447,3429,18,
36061003601,Census Tract 36.01, New York, New York,1480,164,164,0,1316,1316,0,
36061003602,Census Tract 36.02, New York, New York,1324,189,189,0,1135,1119,16,
36061003700,Census Tract 37, New York, New York,1389,669,669,0,720,720,0,
36061003800,Census Tract 38, New York, New York,4817,411,411,0,4406,4323,83,
36061003900,Census Tract 39, New York, New York,3107,1022,1022,0,2085,2022,63,
36061004001,Census Tract 40.01, New York, New York,2121,354,354,0,1767,1767,0,
36061004002,Census Tract 40.02, New York, New York,1987,318,318,0,1669,1669,0,
36061004100,Census Tract 41, New York, New York,3311,224,224,0,3087,3074,13,
36061004200,Census Tract 42, New York, New York,1577,485,485,0,1092,1092,0,
36061004300,Census Tract 43, New York, New York,2289,330,330,0,1959,1959,0,
36061004400,Census Tract 44, New York, New York,8078,0,0,0,8078,8078,0,
36061004500,Census Tract 45, New York, New York,464,211,211,0,253,253,0,
36061004700,Census Tract 47, New York, New York,1450,429,429,0,1021,1021,0,
36061004800,Census Tract 48, New York, New York,2812,1517,1517,0,1295,1295,0,
36061004900,Census Tract 49, New York, New York,2625,640,640,0,1985,1985,0,
36061005000,Census Tract 50, New York, New York,2820,1441,1441,0,1379,1379,0,
36061005200,Census Tract 52, New York, New York,1335,811,811,0,524,524,0,
36061005400,Census Tract 54, New York, New York,2734,1234,1234,0,1500,1500,0,
36061005501,Census Tract 55.01, New York, New York,1982,525,525,0,1457,1457,0,
36061005502,Census Tract 55.02, New York, New York,1003,271,271,0,732,732,0,
36061005600,Census Tract 56, New York, New York,2329,752,752,0,1577,1577,0,
36061005700,Census Tract 57, New York, New York,1415,595,595,0,820,820,0,
36061005800,Census Tract 58, New York, New York,2336,163,163,0,2173,2101,72,
36061005900,Census Tract 59, New York, New York,2715,1664,1664,0,1051,1051,0,
36061006000,Census Tract 60, New York, New York,2465,0,0,0,2465,2465,0,
36061006100,Census Tract 61, New York, New York,1940,1038,1038,0,902,902,0,
36061006200,Census Tract 62, New York, New York,1340,0,0,0,1340,1340,0,
36061006300,Census Tract 63, New York, New York,3353,1529,1529,0,1824,1765,59,
36061006400,Census Tract 64, New York, New York,4208,1372,1372,0,2836,2836,0,
36061006500,Census Tract 65, New York, New York,3344,277,277,0,3067,3052,15,
36061006600,Census Tract 66, New York, New York,6549,2306,2306,0,4243,4243,0,
36061006700,Census Tract 67, New York, New York,3304,574,574,0,2730,2730,0,
36061006800,Census Tract 68, New York, New York,3660,1216,1216,0,2444,2444,0,
36061006900,Census Tract 69, New York, New York,1045,503,503,0,542,542,0,
36061007001,Census Tract 70.01, New York, New York,2102,595,595,0,1507,1507,0,
36061007002,Census Tract 70.02, New York, New York,2172,323,323,0,1849,1849,0,
36061007100,Census Tract 71, New York, New York,2782,1174,1174,0,1608,1608,0,
36061007200,Census Tract 72, New York, New York,4210,824,824,0,3386,3386,0,
36061007300,Census Tract 73, New York, New York,3607,711,711,0,2896,2896,0,
36061007400,Census Tract 74, New York, New York,2405,693,693,0,1712,1712,0,
36061007500,Census Tract 75, New York, New York,2220,863,863,0,1357,1357,0,
36061007600,Census Tract 76, New York, New York,1215,277,277,0,938,938,0,
36061007700,Census Tract 77, New York, New York,3310,1081,1064,17,2229,2229,0,
36061007800,Census Tract 78, New York, New York,4847,1140,1140,0,3707,3707,0,
36061007900,Census Tract 79, New York, New York,2406,725,725,0,1681,1662,19,
36061008000,Census Tract 80, New York, New York,2802,1354,1354,0,1448,1448,0,
36061008100,Census Tract 81, New York, New York,4356,1708,1708,0,2648,2595,53,
36061008200,Census Tract 82, New York, New York,1902,970,970,0,932,932,0,
36061008300,Census Tract 83, New York, New York,2136,455,455,0,1681,1681,0,
36061008400,Census Tract 84, New York, New York,819,310,310,0,509,509,0,
36061008601,Census Tract 86.01, New York, New York,1264,299,299,0,965,941,24,
36061008602,Census Tract 86.02, New York, New York,0,0,0,0,0,0,0,
36061008603,Census Tract 86.03, New York, New York,2450,1603,1603,0,847,847,0,
36061008700,Census Tract 87, New York, New York,3951,1391,1391,0,2560,2560,0,
36061008800,Census Tract 88, New York, New York,4507,1772,1772,0,2735,2735,0,
36061008900,Census Tract 89, New York, New York,2985,940,923,17,2045,2031,14,
36061009000,Census Tract 90, New York, New York,4682,1444,1444,0,3238,3238,0,
36061009100,Census Tract 91, New York, New York,3524,1107,1107,0,2417,2417,0,
36061009200,Census Tract 92, New York, New York,938,151,151,0,787,787,0,
36061009300,Census Tract 93, New York, New York,5366,2250,2250,0,3116,3116,0,
36061009400,Census Tract 94, New York, New York,49,4,4,0,45,45,0,
36061009500,Census Tract 95, New York, New York,1148,417,417,0,731,731,0,
36061009600,Census Tract 96, New York, New York,141,18,18,0,123,123,0,
36061009700,Census Tract 97, New York, New York,2871,1560,1560,0,1311,1272,39,
36061009800,Census Tract 98, New York, New York,4347,1612,1612,0,2735,2735,0,
36061009901,Census Tract 99.01, New York, New York,1014,215,215,0,799,799,0,
36061009902,Census Tract 99.02, New York, New York,1834,184,184,0,1650,1650,0,
36061009903,Census Tract 99.03, New York, New York,595,0,0,0,595,595,0,
36061010000,Census Tract 100, New York, New York,1186,221,221,0,965,965,0,
36061010100,Census Tract 101, New York, New York,948,4,4,0,944,944,0,
36061010200,Census Tract 102, New York, New York,131,31,31,0,100,100,0,
36061010300,Census Tract 103, New York, New York,1319,149,149,0,1170,1162,8,
36061010400,Census Tract 104, New York, New York,552,281,281,0,271,271,0,
36061010601,Census Tract 106.01, New York, New York,4127,2946,2946,0,1181,1181,0,
36061010602,Census Tract 106.02, New York, New York,2091,316,316,0,1775,1775,0,
36061010801,Census Tract 108.01, New York, New York,1766,598,598,0,1168,1168,0,
36061010802,Census Tract 108.02, New York, New York,2285,962,962,0,1323,1323,0,
36061010803,Census Tract 108.03, New York, New York,1095,653,629,24,442,442,0,
36061010900,Census Tract 109, New York, New York,87,31,31,0,56,56,0,
36061011000,Census Tract 110, New York, New York,3942,678,678,0,3264,3264,0,
36061011100,Census Tract 111, New York, New York,2679,297,297,0,2382,2382,0,
36061011201,Census Tract 112.01, New York, New York,517,167,167,0,350,350,0,
36061011202,Census Tract 112.02, New York, New York,234,192,192,0,42,42,0,
36061011203,Census Tract 112.03, New York, New York,613,304,304,0,309,309,0,
36061011300,Census Tract 113, New York, New York,50,25,25,0,25,25,0,
36061011401,Census Tract 114.01, New York, New York,676,364,364,0,312,312,0,
36061011402,Census Tract 114.02, New York, New York,1065,715,715,0,350,350,0,
36061011500,Census Tract 115, New York, New York,1779,270,270,0,1509,1509,0,
36061011600,Census Tract 116, New York, New York,2102,336,326,10,1766,1766,0,
36061011700,Census Tract 117, New York, New York,2872,0,0,0,2872,2872,0,
36061011800,Census Tract 118, New York, New York,4932,1627,1627,0,3305,3305,0,
36061011900,Census Tract 119, New York, New York,919,0,0,0,919,894,25,
36061012000,Census Tract 120, New York, New York,1626,1121,1121,0,505,505,0,
36061012101,Census Tract 121.01, New York, New York,1647,105,105,0,1542,1542,0,
36061012102,Census Tract 121.02, New York, New York,3118,0,0,0,3118,3097,21,
36061012200,Census Tract 122, New York, New York,1326,990,977,13,336,336,0,
36061012400,Census Tract 124, New York, New York,5175,1254,1254,0,3921,3921,0,
36061012500,Census Tract 125, New York, New York,1475,108,108,0,1367,1342,25,
36061012601,Census Tract 126.01, New York, New York,3805,2202,2202,0,1603,1531,72,
36061012602,Census Tract 126.02, New York, New York,2658,999,999,0,1659,1659,0,
36061012700,Census Tract 127, New York, New York,4070,936,936,0,3134,3109,25,
36061012800,Census Tract 128, New York, New York,2342,1890,1890,0,452,452,0,
36061012901,Census Tract 129.01, New York, New York,3742,547,547,0,3195,3195,0,
36061012902,Census Tract 129.02, New York, New York,1286,298,298,0,988,988,0,
36061013000,Census Tract 130, New York, New York,1677,1239,1222,17,438,438,0,
36061013100,Census Tract 131, New York, New York,1839,250,250,0,1589,1589,0,
36061013201,Census Tract 132.01, New York, New York,1476,361,361,0,1115,1115,0,
36061013202,Census Tract 132.02, New York, New York,1641,86,86,0,1555,1555,0,
36061013203,Census Tract 132.03, New York, New York,2931,404,404,0,2527,2527,0,
36061013300,Census Tract 133, New York, New York,3725,719,719,0,3006,2921,85,
36061013400,Census Tract 134, New York, New York,6116,2339,2339,0,3777,3777,0,
36061013501,Census Tract 135.01, New York, New York,2443,111,111,0,2332,2332,0,
36061013502,Census Tract 135.02, New York, New York,2893,108,108,0,2785,2785,0,
36061013601,Census Tract 136.01, New York, New York,814,614,614,0,200,200,0,
36061013602,Census Tract 136.02, New York, New York,2993,1040,1040,0,1953,1953,0,
36061013603,Census Tract 136.03, New York, New York,1880,139,139,0,1741,1741,0,
36061013604,Census Tract 136.04, New York, New York,2258,748,748,0,1510,1510,0,
36061013700,Census Tract 137, New York, New York,3383,1367,1367,0,2016,1994,22,
36061013800,Census Tract 138, New York, New York,6769,1985,1985,0,4784,4784,0,
36061013900,Census Tract 139, New York, New York,7074,2040,2040,0,5034,4868,166,
36061014000,Census Tract 140, New York, New York,4050,2172,2172,0,1878,1878,0,
36061014200,Census Tract 142, New York, New York,2161,1387,1387,0,774,774,0,
36061014300,Census Tract 143, New York, New York,0,0,0,0,0,0,0,
36061014401,Census Tract 144.01, New York, New York,2417,1295,1295,0,1122,1122,0,
36061014402,Census Tract 144.02, New York, New York,3572,1206,1206,0,2366,2366,0,
36061014500,Census Tract 145, New York, New York,2938,845,845,0,2093,2093,0,
36061014601,Census Tract 146.01, New York, New York,2536,109,109,0,2427,2427,0,
36061014602,Census Tract 146.02, New York, New York,4588,957,957,0,3631,3614,17,
36061014700,Census Tract 147, New York, New York,1563,216,216,0,1347,1347,0,
36061014801,Census Tract 148.01, New York, New York,1304,536,536,0,768,768,0,
36061014802,Census Tract 148.02, New York, New York,3273,1349,1349,0,1924,1906,18,
36061014900,Census Tract 149, New York, New York,2983,1151,1151,0,1832,1819,13,
36061015001,Census Tract 150.01, New York, New York,965,551,551,0,414,414,0,
36061015002,Census Tract 150.02, New York, New York,2086,1691,1691,0,395,395,0,
36061015101,Census Tract 151.01, New York, New York,1659,36,36,0,1623,1623,0,
36061015102,Census Tract 151.02, New York, New York,3249,552,552,0,2697,2619,78,
36061015200,Census Tract 152, New York, New York,3579,581,581,0,2998,2998,0,
36061015301,Census Tract 153.01, New York, New York,2311,854,854,0,1457,1457,0,
36061015302,Census Tract 153.02, New York, New York,2960,1081,1081,0,1879,1823,56,
36061015401,Census Tract 154.01, New York, New York,2985,778,778,0,2207,2207,0,
36061015402,Census Tract 154.02, New York, New York,2132,808,808,0,1324,1324,0,
36061015403,Census Tract 154.03, New York, New York,2196,791,791,0,1405,1405,0,
36061015501,Census Tract 155.01, New York, New York,3004,1837,1837,0,1167,1167,0,
36061015502,Census Tract 155.02, New York, New York,2901,1682,1682,0,1219,1219,0,
36061015601,Census Tract 156.01, New York, New York,2621,105,105,0,2516,2516,0,
36061015602,Census Tract 156.02, New York, New York,1059,71,71,0,988,988,0,
36061015700,Census Tract 157, New York, New York,5787,2138,2138,0,3649,3649,0,
36061015801,Census Tract 158.01, New York, New York,2356,1093,1093,0,1263,1263,0,
36061015802,Census Tract 158.02, New York, New York,1898,35,35,0,1863,1863,0,
36061015900,Census Tract 159, New York, New York,5088,2815,2815,0,2273,2166,107,
36061016001,Census Tract 160.01, New York, New York,1536,1297,1297,0,239,227,12,
36061016002,Census Tract 160.02, New York, New York,1224,440,440,0,784,784,0,
36061016100,Census Tract 161, New York, New York,3742,1157,1157,0,2585,2585,0,
36061016200,Census Tract 162, New York, New York,4561,366,366,0,4195,4158,37,
36061016300,Census Tract 163, New York, New York,3406,1504,1504,0,1902,1878,24,
36061016400,Census Tract 164, New York, New York,3183,2,2,0,3181,3169,12,
36061016500,Census Tract 165, New York, New York,3176,1392,1346,46,1784,1784,0,
36061016600,Census Tract 166, New York, New York,2796,165,165,0,2631,2631,0,
36061016700,Census Tract 167, New York, New York,2969,1168,1168,0,1801,1787,14,
36061016800,Census Tract 168, New York, New York,1774,127,127,0,1647,1647,0,
36061016900,Census Tract 169, New York, New York,3949,1126,1126,0,2823,2823,0,
36061017000,Census Tract 170, New York, New York,3448,278,278,0,3170,3170,0,
36061017100,Census Tract 171, New York, New York,4275,1908,1908,0,2367,2269,98,
36061017200,Census Tract 172, New York, New York,2091,73,73,0,2018,2018,0,
36061017300,Census Tract 173, New York, New York,4350,979,979,0,3371,3371,0,
36061017401,Census Tract 174.01, New York, New York,2041,321,321,0,1720,1720,0,
36061017402,Census Tract 174.02, New York, New York,1118,137,137,0,981,981,0,
36061017500,Census Tract 175, New York, New York,4769,2248,2248,0,2521,2513,8,
36061017700,Census Tract 177, New York, New York,4414,1842,1842,0,2572,2572,0,
36061017800,Census Tract 178, New York, New York,1908,147,147,0,1761,1732,29,
36061017900,Census Tract 179, New York, New York,4205,1430,1430,0,2775,2550,225,
36061018000,Census Tract 180, New York, New York,2994,109,109,0,2885,2831,54,
36061018100,Census Tract 181, New York, New York,4264,1375,1375,0,2889,2889,0,
36061018200,Census Tract 182, New York, New York,2993,60,60,0,2933,2894,39,
36061018300,Census Tract 183, New York, New York,3644,1237,1237,0,2407,2184,223,
36061018400,Census Tract 184, New York, New York,3277,331,331,0,2946,2839,107,
36061018500,Census Tract 185, New York, New York,2605,1008,1008,0,1597,1597,0,
36061018600,Census Tract 186, New York, New York,1953,51,51,0,1902,1902,0,
36061018700,Census Tract 187, New York, New York,3672,1252,1252,0,2420,2420,0,
36061018800,Census Tract 188, New York, New York,2154,90,90,0,2064,2064,0,
36061018900,Census Tract 189, New York, New York,4584,535,535,0,4049,4024,25,
36061019000,Census Tract 190, New York, New York,1688,664,664,0,1024,999,25,
36061019100,Census Tract 191, New York, New York,4458,1956,1956,0,2502,2369,133,
36061019200,Census Tract 192, New York, New York,1513,16,16,0,1497,1497,0,
36061019300,Census Tract 193, New York, New York,3917,664,664,0,3253,3118,135,
36061019400,Census Tract 194, New York, New York,2645,167,167,0,2478,2478,0,
36061019500,Census Tract 195, New York, New York,3254,1114,1114,0,2140,2140,0,
36061019600,Census Tract 196, New York, New York,1752,0,0,0,1752,1740,12,
36061019701,Census Tract 197.01, New York, New York,372,0,0,0,372,372,0,
36061019702,Census Tract 197.02, New York, New York,1105,291,291,0,814,814,0,
36061019800,Census Tract 198, New York, New York,919,413,413,0,506,506,0,
36061019900,Census Tract 199, New York, New York,2953,1052,1052,0,1901,1893,8,
36061020000,Census Tract 200, New York, New York,1494,309,309,0,1185,1090,95,
36061020101,Census Tract 201.01, New York, New York,237,57,57,0,180,180,0,
36061020102,Census Tract 201.02, New York, New York,1574,325,325,0,1249,1249,0,
36061020300,Census Tract 203, New York, New York,453,49,49,0,404,404,0,
36061020500,Census Tract 205, New York, New York,1199,198,198,0,1001,1001,0,
36061020600,Census Tract 206, New York, New York,1567,166,166,0,1401,1368,33,
36061020701,Census Tract 207.01, New York, New York,1143,25,25,0,1118,1118,0,
36061020800,Census Tract 208, New York, New York,2263,379,379,0,1884,1884,0,
36061020901,Census Tract 209.01, New York, New York,1368,77,77,0,1291,1291,0,
36061021000,Census Tract 210, New York, New York,3418,293,293,0,3125,3125,0,
36061021100,Census Tract 211, New York, New York,4442,1025,1025,0,3417,3417,0,
36061021200,Census Tract 212, New York, New York,2351,85,85,0,2266,2253,13,
36061021303,Census Tract 213.03, New York, New York,2333,87,87,0,2246,2246,0,
36061021400,Census Tract 214, New York, New York,2048,0,0,0,2048,2048,0,
36061021500,Census Tract 215, New York, New York,1760,40,40,0,1720,1720,0,
36061021600,Census Tract 216, New York, New York,3449,456,456,0,2993,2993,0,
36061021703,Census Tract 217.03, New York, New York,6,6,6,0,0,0,0,
36061021800,Census Tract 218, New York, New York,2801,415,415,0,2386,2302,84,
36061021900,Census Tract 219, New York, New York,2063,23,23,0,2040,2040,0,
36061022000,Census Tract 220, New York, New York,2715,357,357,0,2358,2332,26,
36061022102,Census Tract 221.02, New York, New York,1139,470,470,0,669,669,0,
36061022200,Census Tract 222, New York, New York,1458,282,282,0,1176,1095,81,
36061022301,Census Tract 223.01, New York, New York,2661,220,220,0,2441,2441,0,
36061022302,Census Tract 223.02, New York, New York,1392,37,37,0,1355,1355,0,
36061022400,Census Tract 224, New York, New York,2688,166,166,0,2522,2450,72,
36061022500,Census Tract 225, New York, New York,3691,872,872,0,2819,2819,0,
36061022600,Census Tract 226, New York, New York,1936,284,284,0,1652,1628,24,
36061022700,Census Tract 227, New York, New York,2141,473,473,0,1668,1631,37,
36061022800,Census Tract 228, New York, New York,2802,577,577,0,2225,2225,0,
36061022900,Census Tract 229, New York, New York,3117,340,340,0,2777,2700,77,
36061023000,Census Tract 230, New York, New York,3793,230,230,0,3563,3563,0,
36061023100,Census Tract 231, New York, New York,2475,375,375,0,2100,2055,45,
36061023200,Census Tract 232, New York, New York,3246,55,55,0,3191,3191,0,
36061023300,Census Tract 233, New York, New York,2541,396,396,0,2145,2141,4,
36061023400,Census Tract 234, New York, New York,2483,225,225,0,2258,2258,0,
36061023501,Census Tract 235.01, New York, New York,2612,352,352,0,2260,2247,13,
36061023502,Census Tract 235.02, New York, New York,779,55,55,0,724,724,0,
36061023600,Census Tract 236, New York, New York,3389,856,856,0,2533,2533,0,
36061023700,Census Tract 237, New York, New York,2586,212,212,0,2374,2374,0,
36061023802,Census Tract 238.02, New York, New York,1907,81,81,0,1826,1826,0,
36061023803,Census Tract 238.03, New York, New York,1517,800,800,0,717,717,0,
36061023804,Census Tract 238.04, New York, New York,1623,412,412,0,1211,1211,0,
36061023900,Census Tract 239, New York, New York,1206,140,140,0,1066,1066,0,
36061024000,Census Tract 240, New York, New York,0,0,0,0,0,0,0,
36061024100,Census Tract 241, New York, New York,3361,1019,1005,14,2342,2342,0,
36061024200,Census Tract 242, New York, New York,1752,0,0,0,1752,1752,0,
36061024301,Census Tract 243.01, New York, New York,1642,61,61,0,1581,1581,0,
36061024302,Census Tract 243.02, New York, New York,2668,26,26,0,2642,2642,0,
36061024500,Census Tract 245, New York, New York,5497,164,164,0,5333,5170,163,
36061024700,Census Tract 247, New York, New York,2696,426,426,0,2270,2270,0,
36061024900,Census Tract 249, New York, New York,439,41,41,0,398,398,0,
36061025100,Census Tract 251, New York, New York,847,8,8,0,839,818,21,
36061025300,Census Tract 253, New York, New York,4097,92,92,0,4005,4005,0,
36061025500,Census Tract 255, New York, New York,2198,191,191,0,2007,2007,0,
36061025700,Census Tract 257, New York, New York,1969,476,476,0,1493,1493,0,
36061025900,Census Tract 259, New York, New York,1710,692,692,0,1018,1018,0,
36061026100,Census Tract 261, New York, New York,3634,74,74,0,3560,3560,0,
36061026300,Census Tract 263, New York, New York,2992,42,42,0,2950,2950,0,
36061026500,Census Tract 265, New York, New York,2764,721,721,0,2043,2043,0,
36061026700,Census Tract 267, New York, New York,531,0,0,0,531,531,0,
36061026900,Census Tract 269, New York, New York,2791,78,78,0,2713,2713,0,
36061027100,Census Tract 271, New York, New York,2920,330,330,0,2590,2590,0,
36061027300,Census Tract 273, New York, New York,3149,832,832,0,2317,2317,0,
36061027500,Census Tract 275, New York, New York,1460,832,832,0,628,628,0,
36061027700,Census Tract 277, New York, New York,2153,0,0,0,2153,2153,0,
36061027900,Census Tract 279, New York, New York,4181,462,462,0,3719,3700,19,
36061028100,Census Tract 281, New York, New York,1515,411,411,0,1104,1104,0,
36061028300,Census Tract 283, New York, New York,2983,634,634,0,2349,2349,0,
36061028500,Census Tract 285, New York, New York,2552,0,0,0,2552,2552,0,
36061028700,Census Tract 287, New York, New York,1629,49,49,0,1580,1580,0,
36061029100,Census Tract 291, New York, New York,4171,143,143,0,4028,4028,0,
36061029300,Census Tract 293, New York, New York,3041,14,14,0,3027,3027,0,
36061029500,Census Tract 295, New York, New York,3266,265,265,0,3001,3001,0,
36061029700,Census Tract 297, New York, New York,0,0,0,0,0,0,0,
36061029900,Census Tract 299, New York, New York,1522,21,21,0,1501,1483,18,
36061030300,Census Tract 303, New York, New York,1737,124,124,0,1613,1613,0,
36061030700,Census Tract 307, New York, New York,1786,781,781,0,1005,1005,0,
36061030900,Census Tract 309, New York, New York,3913,158,158,0,3755,3755,0,
36061031100,Census Tract 311, New York, New York,0,0,0,0,0,0,0,
36061031703,Census Tract 317.03, New York, New York,2499,215,215,0,2284,2284,0,
36061031704,Census Tract 317.04, New York, New York,4934,1627,1627,0,3307,3307,0,
36061031900,Census Tract 319, New York, New York,0,0,0,0,0,0,0,
